,self_acceptUp,self_cue_times,self_decision_times,self_decisions,self_punishment_values,self_response_times,self_reward_values,self_trial_times,self_punishment_reward_ratio,self_prob_reject,self_prob_accept,self_SV,harm_other_acceptUp,harm_other_cue_times,harm_other_decision_times,harm_other_decisions,harm_other_punishment_values,harm_other_response_times,harm_other_reward_values,harm_other_trial_times,harm_other_punishment_reward_ratio,harm_other_prob_reject,harm_other_prob_accept,harm_other_SV,harm_self_acceptUp,harm_self_cue_times,harm_self_decision_times,harm_self_decisions,harm_self_punishment_values,harm_self_response_times,harm_self_reward_values,harm_self_trial_times,harm_self_punishment_reward_ratio,harm_self_prob_reject,harm_self_prob_accept,harm_self_SV,other_acceptUp,other_cue_times,other_decision_times,other_decisions,other_punishment_values,other_response_times,other_reward_values,other_trial_times,other_punishment_reward_ratio,other_prob_reject,other_prob_accept,other_SV
0,0,0.0044673471711575985,2.3087297370657325,0,68,3.3371053733862936,63,1.0264904061332345,1.0793650793650793,0.9017913891205583,0.0982086108794417,-2.2172893187151823,0,0.003084239549934864,1.809666821733117,0,60,2.836445227265358,61,1.0254980134777725,0.9836065573770492,0.6761529253737739,0.32384707462622603,-0.7361478589512515,1,0.004213323350995779,1.37502212356776,0,41,2.4033092660829425,7,1.026382949668914,5.857142857142857,0.999998334536244,1.6654637559767017e-06,-13.305405275731454,1,0.003674460109323263,1.4741981849074364,0,56,2.503943496849388,46,1.0275349467992783,1.2173913043478262,0.9999972580869653,2.7419130347663548e-06,-12.806851951396332
1,0,5.837434459477663,1.2159848706796765,0,78,8.056143274065107,34,6.839452429674566,2.2941176470588234,0.9981921021002897,0.0018078978997102576,-6.313780955886421,1,5.337964631151408,1.3651610109955072,0,46,7.706600992009044,40,6.340174996294081,1.15,0.8495216953313836,0.1504783046686164,-1.730854560956264,0,4.903586203698069,2.0330464402213693,1,80,7.956890571396798,60,5.921974308323115,1.3333333333333333,0.9988125078296783,0.0011874921703216561,-6.734723417692734,0,5.00430853292346,1.7648550756275654,1,60,7.773766857106239,70,6.0069435886107385,0.8571428571428571,1.770823050706305e-05,0.9999822917694929,10.94146331767733
2,1,10.55750228324905,1.7829915271140635,0,54,13.344259924720973,78,11.559269390068948,0.6923076923076923,0.29455369859842606,0.7054463014015739,0.8733693294879992,0,10.207316051702946,2.3652214552275836,0,45,13.59361163014546,42,11.22699916549027,1.0714285714285714,0.7827974422242804,0.21720255777571962,-1.2820436039245748,0,10.457391903270036,1.9647582066245377,1,58,13.42705558007583,58,11.460341032128781,1.0,0.28134878746434167,0.7186512125356583,0.9377810030722527,1,10.274415941908956,0.8993851277045906,1,43,12.194143539760262,97,11.293500143568963,0.44329896907216493,0.0,1.0,inf
3,1,15.844756911043078,1.2990606245584786,1,43,18.163562278728932,93,16.86272625112906,0.46236559139784944,0.025736455113248957,0.974263544886751,3.6337733733123887,0,16.094600862357765,1.0464923344552517,0,62,18.14656439330429,17,17.098772704135627,3.6470588235294117,0.9994871649430991,0.0005128350569009651,-7.5750433244013005,1,15.927382690366358,1.2490004962310195,1,24,18.18050880683586,69,16.929252908565104,0.34782608695652173,8.850362331891404e-09,0.9999999911496377,18.542807428457632,1,14.694130897987634,1.0822089901193976,1,28,16.795896977651864,82,15.711901917587966,0.34146341463414637,0.0,1.0,inf
4,0,20.664496992714703,1.415903804358095,0,86,23.09907334530726,59,21.682153444737196,1.4576271186440677,0.9901658270640543,0.009834172935945674,-4.612009076837405,0,20.64789693336934,1.1823375434614718,0,71,22.83323614858091,69,21.649619003292173,1.0289855072463767,0.7715551313023494,0.22844486869765054,-1.2171132227598362,1,20.680973793379962,1.1324777104891837,1,55,22.832987654954195,95,21.69882184965536,0.5789473684210527,3.4333373810646606e-08,0.9999999656666262,17.187147924101332,1,19.296951789874583,0.8166669034399092,1,15,21.13349499227479,42,20.314617328345776,0.35714285714285715,3.8191672047105385e-13,0.9999999999996181,28.593573819309274
5,0,25.600708106998354,2.500107851345092,0,45,29.104528344701976,60,26.60266010230407,0.75,0.4988078649335508,0.5011921350664492,0.004768549301804601,1,25.334603453986347,1.0995177887380123,0,94,27.452981445007026,46,26.352529337164015,2.0434782608695654,0.9997036085105062,0.00029639148949379165,-8.123532942441368,0,25.333989134058356,1.2326738187111914,1,28,27.586376091465354,41,26.35184193123132,0.6829268292682927,0.003763610222656366,0.9962363897773436,5.578605906220238,1,23.633665658533573,1.0320619489066303,0,42,25.6851649931632,39,24.65135608566925,1.0769230769230769,0.9950389698261836,0.0049610301738164525,-5.301168486541194
6,1,31.604626319836825,1.8823433900251985,1,42,34.490928614046425,67,32.60680784564465,0.6268656716417911,0.257670919536402,0.742329080463598,1.0581093844171552,1,29.953618282917887,0.7994868950918317,1,25,31.77281199535355,37,30.971954634413123,0.6756756756756757,0.2669323387816467,0.7330676612183533,1.0102427913992187,0,30.086935497354716,1.916127408389002,0,78,33.006574601400644,34,31.088707740418613,2.2941176470588234,0.9999999362414271,6.375857290787022e-08,-16.56816212120432,1,28.1858389666304,1.6659421250224113,0,98,30.855606860481203,73,29.187668493483216,1.3424657534246576,0.9999999999994681,5.319480083802038e-13,-28.2622306389529
7,0,36.991693056654185,1.2993644261732697,1,7,39.29505668301135,54,37.99357473105192,0.12962962962962962,0.027432652065919605,0.9725673479340804,3.568205340325662,0,34.27398769604042,1.499054224230349,0,43,36.792536195367575,7,35.29222093708813,6.142857142857143,0.9979279929644918,0.002072007035508274,-6.177163402463198,0,35.50756264850497,1.199193206615746,1,14,37.726593043189496,57,36.52540675457567,0.24561403508771928,2.494842021860677e-08,0.9999999750515798,17.506455309696637,0,33.356290315743536,1.5998638621531427,0,45,35.9761327970773,42,34.37424740893766,1.0714285714285714,0.9942001777519689,0.005799822248031074,-5.144111302257947
8,0,41.79508789302781,1.1156591828912497,0,60,43.91433343756944,40,42.796924135647714,1.5,0.976164734546455,0.023835265453544995,-3.712465131839468,1,39.2934231068939,1.14897979516536,1,42,41.46180789312348,39,40.31168163148686,1.0769230769230769,0.7811528468385858,0.21884715316141418,-1.2723972818915057,1,40.22687709191814,1.9331355658359826,0,16,43.16365235252306,10,41.22885516099632,1.6,0.9195290587451608,0.08047094125483926,-2.435965505257553,1,38.47619442688301,1.3156555481255054,1,87,40.81179264374077,89,39.4943553712219,0.9775280898876404,0.05023914583062661,0.9497608541693734,2.9394157002148806
9,1,46.414695708081126,2.249912296421826,1,37,49.684583463706076,54,47.43282109731808,0.6851851851851852,0.43397304016818383,0.5660269598318162,0.265659296537729,0,43.963032581377774,1.0825100266374648,0,62,46.048612230457366,17,44.96483603399247,3.6470588235294117,0.9994871649430991,0.0005128350569009651,-7.5750433244013005,1,45.664032796397805,0.8987154993228614,1,28,47.566347694490105,82,46.66604405082762,0.34146341463414637,2.062290338500361e-10,0.999999999793771,22.302033749735084,1,43.3125938270241,1.3329228651709855,1,17,45.665898273233324,82,44.33118104189634,0.2073170731707317,0.0,1.0,inf
10,1,52.185627214144915,1.0658408314920962,0,66,54.27157426951453,59,53.203610776457936,1.11864406779661,0.9176102510651347,0.0823897489348653,-2.4103117143121144,1,48.549459635745734,1.5501656094565988,0,16,51.10215521464124,10,49.5513006192632,1.6,0.8367703207014036,0.16322967929859641,-1.6343913406255766,1,50.066769619472325,1.599839763250202,1,42,52.67009737435728,39,51.06845139339566,1.0769230769230769,0.6544832071352047,0.34551679286479536,-0.6388046809177229,1,48.166268445085734,1.7665822813287377,0,32,50.95246154488996,16,49.184181686956435,2.0,0.9999999993308287,6.691712340361255e-10,-21.124981132671145
11,0,56.771830664016306,1.2995663019828498,0,62,59.09114052448422,17,57.78959812829271,3.6470588235294117,0.9981825279952471,0.0018174720047529575,-6.308489626226399,1,53.60304331127554,1.1156892073340714,1,19,55.721951473969966,37,54.60503994859755,0.5135135135135135,0.1277805775823092,0.8722194224176908,1.9207264681733571,0,55.170354953967035,1.1993622928857803,1,54,57.38968519959599,80,56.188593725673854,0.675,1.0599940232225435e-05,0.9999894000597678,11.454651595335035,0,53.453133148141205,1.3991283378563821,0,62,55.87231793208048,17,54.47152520297095,3.6470588235294117,1.0,4.8366372271647556e-24,-53.68582254038132
12,0,61.59169281972572,1.4492299472913146,0,9,64.06091600377113,7,62.609876677859575,1.2857142857142858,0.8186120156468895,0.18138798435311057,-1.5069719451580341,1,58.22324411291629,1.5161208505742252,0,58,60.75857281917706,58,59.24121266277507,1.0,0.706459201436,0.2935407985639999,-0.8782488163805386,0,59.891306133940816,1.9325161105953157,0,86,62.84314585337415,59,60.908987869974226,1.4576271186440677,0.9999219121302231,7.808786977687822e-05,-9.457597738819963,1,58.37329886807129,1.4172564926557243,0,45,60.80937092099339,40,59.39136262796819,1.125,0.9994461163483596,0.0005538836516404224,-7.4980018712608825
13,0,66.56141022453085,1.3328142231330276,0,77,68.91418291907758,72,67.5796268726699,1.0694444444444444,0.9070698088306194,0.09293019116938066,-2.278370835190276,1,63.259567187167704,1.1991560710594058,1,42,65.47838701400906,67,64.27798334090039,0.6268656716417911,0.05282525530767468,0.9471747446923253,2.886494204079165,1,65.34377834573388,1.1494435966014862,1,40,67.51318633882329,93,66.3620483269915,0.43010752688172044,2.379798580420811e-10,0.9999999997620201,22.15883507567571,1,63.31110879313201,0.8632335094735026,1,14,65.1782281207852,57,64.3131947144866,0.24561403508771928,0.0,1.0,inf
14,1,71.41459891851991,1.6806052015163004,1,24,74.10114662442356,69,72.41860364936292,0.34782608695652173,0.03746248259013063,0.9625375174098694,3.246233076614647,1,67.9793675551191,1.348046187311411,0,46,70.34833458159119,36,68.99885116331279,1.2777777777777777,0.9109250049357039,0.08907499506429603,-2.324981916094931,0,70.01415305258706,1.1826121103949845,1,59,72.21666635060683,65,71.03222589893267,0.9076923076923077,0.032072151896791246,0.9679278481032088,3.407169435967638,1,67.67902140272781,1.0486592426896095,1,43,69.73158937692642,93,68.68127127410844,0.46236559139784944,0.0,1.0,inf
15,0,76.60195215325803,1.2330246325582266,0,71,78.85434701154009,69,77.61958766682073,1.0289855072463767,0.8730008044710105,0.12699919552898958,-1.927755725319784,1,72.84966435655951,0.7156391926109791,1,4,74.5847516017966,22,73.86777078267187,0.18181818181818182,0.1225008435077326,0.8774991564922674,1.9689580783387017,1,74.71702941134572,2.084716835990548,0,75,77.82065543718636,70,75.73488536896184,1.0714285714285714,0.6740771098826711,0.3259228901173289,-0.7266836907166623,0,72.23252369556576,1.098580704536289,1,15,74.35114385886118,42,73.2506609368138,0.35714285714285715,3.8191672047105385e-13,0.9999999999996181,28.593573819309274
16,0,81.35444459179416,1.7824506885372102,0,38,84.14078781427816,43,82.35664429003373,0.8837209302325582,0.7272478699359235,0.27275213006407645,-0.9807039341745536,0,77.08586843824014,1.7495401492342353,1,7,79.85493683768436,54,78.10414592595771,0.12962962962962962,0.0018948194955397124,0.9981051805044603,6.266735081061038,0,80.32222066819668,1.1331303510814905,1,45,82.47348233452067,92,81.33852206170559,0.4891304347826087,2.463230286409157e-09,0.9999999975367697,19.821792221376395,0,76.8517245980911,1.232675004284829,1,12,79.10417358018458,23,77.86988435778767,0.5217391304347826,6.735314168471174e-05,0.9999326468583153,9.605493653648319
17,1,86.64151354087517,1.2993000312708318,1,40,88.94454808207229,93,87.6434216843918,0.43010752688172044,0.018632713238968868,0.9813672867610311,3.964027977691188,0,82.35668300651014,2.0827988157980144,0,9,85.45816385233775,7,83.37412415025756,1.2857142857142858,0.7345352457014636,0.2654647542985365,-1.0177559007430825,1,84.97358584031463,1.5661793984472752,0,98,87.56007215380669,73,85.99205335229635,1.3424657534246576,0.9997699837593805,0.00023001624061944038,-8.377130597446662,0,81.60537614533678,1.3156867576763034,1,24,83.94130976870656,90,82.62338933721185,0.26666666666666666,0.0,1.0,inf
18,0,91.44572259765118,1.3652953314594924,0,28,93.83093649940565,18,92.46353272814304,1.5555555555555556,0.9214567256671332,0.07854327433286679,-2.462306076971041,0,87.95961886132136,0.9146597580984235,1,12,89.89500824874267,23,88.97901239525527,0.5217391304347826,0.28832938069821556,0.7116706193017844,0.9035116814245168,1,90.06061299191788,0.9991316562518477,1,37,92.07933255238459,54,91.07842312287539,0.6851851851851852,0.0006056045961279066,0.9993943954038721,7.408677478442199,0,86.4423807784915,1.2322333259508014,0,78,88.69385751569644,34,87.4598511569202,2.2941176470588234,1.0,3.626319416905869e-23,-51.67123893970252
19,1,96.33231407636777,1.7339518405497074,1,17,99.0853390567936,82,97.34983107168227,0.2073170731707317,0.004680300929978398,0.9953196990700216,5.359701582009262,0,92.39561150688678,1.4660698086954653,0,41,94.88143593538553,22,93.41399763617665,1.8636363636363635,0.9745606920362122,0.025439307963787794,-3.6456912617684845,1,94.58004563720897,1.0157992709428072,0,94,96.61634105769917,46,95.59841280383989,2.0434782608695654,0.9999999822485007,1.7751499241128173e-08,-17.846795842551483,1,91.19461050163954,1.0828932356089354,0,53,93.28164436947554,40,92.19630847265944,1.325,0.9999999313843406,6.861565935387589e-08,-16.494744989183985
20,0,108.60733643686399,1.6830624798312783,0,45,111.30956963635981,42,109.62466064281762,1.0714285714285714,0.8646658286672797,0.13533417133272033,-1.854596044020771,0,104.38818080816418,1.1496067568659782,1,35,106.55629616277292,62,105.40529997739941,0.5645161290322581,0.03893808678391131,0.9610619132160887,3.2060659663923263,1,106.13905428769067,1.2157778590917587,0,62,108.37346518877894,43,107.1562319258228,1.441860465116279,0.9987995650624311,0.0012004349375689203,-6.723870183845747,0,102.80402179760858,1.2830883166752756,0,71,105.10568113205954,64,103.82060961052775,1.109375,0.9997946789114671,0.0002053210885328793,-8.49073017647568
21,1,113.8096281052567,0.9988128421828151,1,14,115.81252429587767,57,114.81191274197772,0.24561403508771928,0.04279872554445341,0.9572012744555466,3.107505362328908,1,109.05695551913232,0.9146676594391465,1,14,110.99234767258167,57,110.07633957220241,0.24561403508771928,0.0035048392005233575,0.9964951607994766,5.65009964117848,0,110.87489096308127,1.482602312695235,0,45,113.37693777307868,42,111.89237951440737,1.0714285714285714,0.6393703053421933,0.36062969465780675,-0.5726321388127649,1,107.60570207051933,1.3327992111444473,0,94,109.95854192553088,46,108.62394597753882,2.0434782608695654,1.0,7.562830790705311e-25,-55.54138176153108
22,1,118.31303471466526,1.482605868484825,0,45,120.81541890650988,40,119.33127822680399,1.125,0.8870736434581334,0.11292635654186657,-2.061192109945501,0,113.4936320153065,1.1298924325965345,1,55,115.64483955781907,60,114.51369912782684,0.9166666666666666,0.5314442727487952,0.46855572725120476,-0.12594330042413607,1,115.87731703137979,1.332457878626883,0,54,118.21330477809533,31,116.87905687931925,1.7419354838709677,0.9998029555668909,0.00019704443310908967,-8.531884242032568,0,112.45876552956179,1.4158133356831968,0,40,114.8782667578198,15,113.4606361426413,2.6666666666666665,0.9999999999999745,2.5536450421922422e-14,-31.29866953509572
23,1,123.3157231034711,0.8331346176564693,1,15,125.15208852803335,56,124.31800299929455,0.26785714285714285,0.052444876763260706,0.9475551232367393,2.894122461240278,1,118.14619698701426,0.9153195093385875,1,52,120.0813398566097,68,119.1648379303515,0.7647058823529411,0.17982209865398047,0.8201779013460195,1.5175532482402667,1,120.71426556631923,0.8830868941731751,1,14,122.61729987012222,57,121.73227322706953,0.24561403508771928,2.494842021860677e-08,0.9999999750515798,17.506455309696637,0,117.37881154660136,1.2163633392192423,1,14,119.61476120958105,57,118.3965616277419,0.24561403508771928,0.0,1.0,inf
24,0,127.65389435132965,1.2659351718612015,1,60,129.93847915809602,70,128.67079149605706,0.8571428571428571,0.6487442869948177,0.3512557130051823,-0.6135241429685098,0,122.58278222335503,0.9989187181927264,1,54,124.6010652417317,80,123.6007187734358,0.675,0.04758692724942937,0.9524130727505706,2.996440754731555,0,125.11799596715719,1.3488461854867637,1,6,127.48649366153404,26,126.13580451766029,0.23076923076923078,0.0003530456777063318,0.9996469543222937,7.948560002787744,1,122.11565049132332,1.4663740056566894,0,82,124.60158632695675,40,123.13346891803667,2.05,1.0,4.70644692137426e-22,-49.10793879165523
