,self_acceptUp,self_cue_times,self_decision_times,self_decisions,self_punishment_values,self_response_times,self_reward_values,self_trial_times,self_punishment_reward_ratio,self_prob_reject,self_prob_accept,self_SV,harm_other_acceptUp,harm_other_cue_times,harm_other_decision_times,harm_other_decisions,harm_other_punishment_values,harm_other_response_times,harm_other_reward_values,harm_other_trial_times,harm_other_punishment_reward_ratio,harm_self_acceptUp,harm_self_cue_times,harm_self_decision_times,harm_self_decisions,harm_self_punishment_values,harm_self_response_times,harm_self_reward_values,harm_self_trial_times,harm_self_punishment_reward_ratio,other_acceptUp,other_cue_times,other_decision_times,other_decisions,other_punishment_values,other_response_times,other_reward_values,other_trial_times,other_punishment_reward_ratio,other_prob_reject,other_prob_accept,other_SV
56,1,260.3937788074836,0.6984736006706953,1,98,262.1120509188622,73,261.41171815851703,1.3424657534246576,0.3298170595544664,0.6701829404455336,0.7090125847990059,1,230.323023279896,0.39674571994692087,1,58,231.74144879356027,58,231.34330337052234,1.0,1,214.84415334556252,0.031830505933612585,0,4,215.89490690571256,22,215.86176558560692,0.18181818181818182,1,285.6413314996753,1.6160775837488472,1,53,288.26080858823843,40,286.6430887335446,1.325,0.1384145287315629,0.8615854712684371,1.8285212491401321
57,0,264.6124584248755,0.6314233555458486,1,60,266.2475728406571,40,265.61459412775,1.5,0.4137621037932643,0.5862378962067357,0.34843449327373194,0,234.24227901548147,0.39822206483222544,1,62,235.6441933256574,17,235.24441471835598,3.6470588235294117,0,218.39583115233108,0.09823759086430073,0,9,219.49680217402056,7,219.3976630528923,1.2857142857142858,1,290.76149658788927,0.9491958718281239,1,62,292.7316176861059,43,291.7799258152954,1.441860465116279,0.10900708433468764,0.8909929156653124,2.100923602432936
58,0,268.74833511188626,0.8487151216249913,0,50,270.6004809481092,7,269.75017017289065,7.142857142857143,0.9675769114022827,0.03242308859771729,-3.395924136681564,1,238.14488764642738,0.4320081255864352,1,50,239.59691670257598,62,239.16328329360113,0.8064516129032258,1,221.9999312593136,0.04784274660050869,0,62,223.0666381958872,43,223.01732028950937,1.441860465116279,1,295.23316059913486,0.9318933603353798,1,42,297.18349385331385,67,296.24993412336335,0.6268656716417911,0.21798474520882005,0.78201525479118,1.277449163526328
59,1,273.10137240448967,0.5318125304765999,1,4,274.6533488777932,22,274.1198194096796,0.18181818181818182,0.011956636481664229,0.9880433635183358,4.4144401086458105,0,242.0974569490645,0.34844391187652946,1,62,243.44936910644174,17,243.09934218297713,3.6470588235294117,1,225.56744787469506,0.031494703609496355,0,58,226.61861269385554,6,226.58581389207393,9.666666666666666,0,299.6841786925215,1.3155641222838312,1,87,302.0034670601599,85,300.6862385435961,1.0235294117647058,0.06798121514171607,0.9320187848582839,2.618121550813134
60,0,284.176686152583,1.2803906050976366,0,62,286.47754252748564,17,285.19597621890716,3.6470588235294117,0.9659490004502775,0.03405099954972249,-3.3452516507376293,0,252.95627063466236,0.36440400406718254,1,55,254.33983156946488,60,253.97412623255514,0.9166666666666666,1,236.12562641943805,0.031490357825532556,0,75,237.175973856356,70,237.1431639927905,1.0714285714285714,1,311.52637490304187,1.9471699960995466,1,37,314.4780632185284,54,312.52934576617554,0.6851851851851852,0.23028015904559185,0.7697198409544082,1.2067299552553448
61,0,288.97875121841207,0.6649711939971894,1,24,290.6471385098994,90,289.9808430694975,0.26666666666666666,5.013705922096712e-06,0.9999949862940779,12.203330197586599,0,256.8407664827537,0.6319792070426047,1,77,258.4927930892445,72,257.8591980803758,1.0694444444444444,0,239.67685069562867,0.031869221944361925,0,60,240.72821423085406,40,240.69506579940207,1.5,0,316.97885472420603,0.9655980381648988,1,51,318.94780999585055,7,317.98063329141587,7.285714285714286,0.11941533214177669,0.8805846678582233,1.9979784795405617
62,1,293.1481500649825,0.5987493931315839,1,15,294.7666086850222,19,294.16664842818864,0.7894736842105263,0.06692965134254936,0.9330703486574506,2.6348385106812717,1,260.9945007429924,0.44637809530831873,1,32,262.46262974315323,16,262.0143300683703,2.0,0,243.22924237861298,0.048189215594902635,0,54,244.29703454929404,80,244.2475436059758,0.675,0,321.4487310817931,2.3997841384261847,1,80,324.86854918766767,60,322.46713146963157,1.3333333333333333,0.0712606452729534,0.9287393547270466,2.5674839187021035
63,0,297.267406511819,0.6491805829573423,1,87,298.9194860565476,76,298.2691341161262,1.144736842105263,0.07666023273477152,0.9233397672652285,2.4886141827635564,0,264.96282628620975,0.5819569060113281,1,71,266.5648562707938,64,265.9812728962861,1.109375,1,246.7981555366423,0.0649611596018076,0,37,247.86620647273958,54,247.80002615321428,0.6851851851851852,0,327.3691933355294,0.9823367970529944,1,50,329.3548123042565,7,328.370995211415,7.142857142857143,0.12289024322805986,0.8771097567719401,1.9653405092661158
64,0,301.4203431427013,0.7466912607196718,1,87,303.1720552407205,85,302.42404803005047,1.0235294117647058,0.02105387640498002,0.97894612359502,3.8393919135075305,1,269.0654016532935,0.38187125651165843,1,88,270.4508600689005,96,270.06738841789775,0.9166666666666666,0,250.36728913895786,0.031597419641911983,0,14,251.41861751372926,7,251.38576340326108,2.0,1,331.85553151369095,2.2997746963519603,1,25,335.15876536932774,37,332.8573732909281,0.6756756756756757,0.2817095454386124,0.7182904545613876,0.9359974606328542
65,1,305.673088129377,0.8321837701369077,1,14,307.5084454289172,8,306.6750160297379,1.75,0.24885332807448102,0.751146671925519,1.1047372558270034,1,272.9515761178918,0.4485734524205327,1,69,274.40381811209954,61,273.9533693024423,1.1311475409836065,1,253.91960299480706,0.16501089767552912,0,98,255.08770169387572,73,254.92141040135175,1.3424657534246576,1,337.65946601098403,1.282368678599596,1,58,339.96202115062624,6,338.6779971641954,9.666666666666666,0.09677723749003919,0.9032227625099608,2.233557397854088
66,0,310.00950992223807,0.5320171725470573,1,12,311.5610944945365,23,311.02781233470887,0.5217391304347826,0.026655772091697782,0.9733442279083022,3.5977320836214957,1,276.90430384036154,0.18161770584993064,1,28,278.08920174255036,82,277.9065280370414,0.34146341463414637,1,257.5888001625426,0.03142596292309463,0,28,258.62344903778285,82,258.5906885568984,0.34146341463414637,1,342.46257640980184,2.066603035433218,1,46,345.5330518386327,36,343.46475596446544,1.2777777777777777,0.16403485789511452,0.8359651421048855,1.628507962788625
67,0,314.0619875311386,0.7655665124766529,1,14,315.83067542500794,7,315.06379849347286,2.0,0.27795046277468627,0.7220495372253137,0.9546508412998943,1,280.5907964084763,0.48190677259117365,1,15,282.092124408111,56,281.6086061792448,0.26785714285714285,1,261.1244281977415,0.09818544262088835,0,66,262.22602618229575,59,262.12641456746496,1.11864406779661,1,348.033165023895,1.5159393516369164,0,6,350.56908382452093,8,349.05152195482515,0.75,0.37234806569413303,0.627651934305867,0.5221566907980851
68,0,318.3314890542533,0.6154518062248826,1,59,319.94980189646594,65,319.33328816480935,0.9076923076923077,0.014465121760489863,0.9855348782395101,4.221444161395379,1,284.5925899881404,0.33193231327459216,1,53,285.9279107444454,55,285.5944246540312,0.9636363636363636,0,264.72695121890865,0.0983426773454994,0,28,265.8448032217566,41,265.7452702240553,0.6829268292682927,0,353.06988678709604,1.5160661665722728,0,6,355.60586010618135,26,354.0881157182157,0.23076923076923078,0.40272578925917324,0.5972742107408268,0.39412041573481904
69,1,322.45107695763,0.6319365403614938,1,12,324.08628026233055,9,323.453035278013,1.3333333333333333,0.1829447863379381,0.8170552136620619,1.4965222802419706,1,288.4285604231991,0.33180154813453555,1,42,289.76384127838537,67,289.4303425459657,0.6268656716417911,0,268.34589062887244,0.08170386892743409,0,45,269.43073800276034,60,269.34780154167674,0.75,0,358.10653585917316,1.8664842008147389,0,7,360.9929287927225,54,359.12476834561676,0.12962962962962962,0.44334661978997914,0.5566533802100209,0.22759084702196308
70,1,326.5871424842626,0.5293303588405252,1,43,328.1221186679322,93,327.591602334287,0.46236559139784944,3.1754236704983896e-05,0.999968245763295,10.357452647259901,0,292.26447792025283,0.3653592630289495,1,38,293.6498182124924,43,293.2828340611886,0.8837209302325582,0,271.93158402713016,0.06502397428266704,0,68,272.9997329383623,63,272.9334578041453,1.0793650793650793,1,363.49354094080627,1.295450352365151,1,94,365.7957658090163,46,364.49885214841925,2.0434782608695654,0.042128092108810855,0.9578719078911891,3.123999272038
71,1,330.6231483959127,0.7318657850846648,1,69,332.3582086486276,61,331.6250703705009,1.1311475409836065,0.08221650440162709,0.9177834955983729,2.4126054538476516,1,296.15235470514745,0.0985307265073061,1,33,297.2689251282718,25,297.1687928221654,1.32,0,275.5008562959265,0.09834544267505407,0,53,276.6022251448594,15,276.50263486313634,3.533333333333333,0,368.2965347962454,1.2658578702248633,1,12,370.5658004677389,23,369.29831257346086,0.5217391304347826,0.3517655311563749,0.6482344688436251,0.6112876165587066
72,1,334.8594631666783,0.5819513751193881,1,58,336.4609740402084,58,335.8777450360358,1.0,0.035857423611295625,0.9641425763887044,3.291688564649549,1,299.7696249799337,0.48175506899133325,1,3,301.2713926830329,18,300.7879898122046,0.16666666666666666,1,279.10310000856407,0.0984461831394583,0,42,280.2045798697509,67,280.1048876622226,0.6268656716417911,1,373.06641814648174,1.2989308449905366,1,98,375.3688065703027,73,374.06825794815086,1.3424657534246576,0.044681009401206895,0.9553189905987931,3.062496740540888
73,0,338.96204643487,1.080723721301183,0,86,341.04750733939,59,339.9655818408355,1.4576271186440677,0.48550545211166385,0.5144945478883362,0.05799444074663503,1,303.7721703615971,0.4152650211472064,1,82,305.1908171097748,40,304.7739864597097,2.05,1,282.70558470883407,0.08169201714918017,0,43,283.8069405206479,93,283.7239301830996,0.46236559139784944,0,377.8700346192345,1.3491965038701892,1,71,380.2389123006724,64,378.88813436520286,1.109375,0.0957565425136413,0.9042434574863587,2.245289680662474
74,1,343.5487788449973,0.631829478777945,1,15,345.20023577287793,56,344.56719226995483,0.26785714285714285,0.000277882062787671,0.9997221179372123,8.188035848184144,1,307.6914411096368,0.36401249817572534,1,16,309.0608505439013,10,308.6948161206674,1.6,1,286.30815711291507,0.1480678920634091,0,53,287.47621709574014,40,287.32686762395315,1.325,0,382.73991634952836,2.5668299982789904,1,78,386.32658792031,34,383.75804849062115,2.2941176470588234,0.0637359207269006,0.9362640792730994,2.687149264355705
75,0,347.7012647106312,1.0155488334130496,0,43,349.71988870343193,7,348.70308791985735,6.142857142857143,0.9275721039664729,0.07242789603352702,-2.549979002074058,1,311.56158358068205,0.4317201259545982,1,52,313.0127399456687,68,312.5794154747855,0.7647058823529411,0,289.97733176196925,0.2814616172108799,0,55,291.26215614331886,60,290.97934855148196,0.9166666666666666,0,388.8290829316247,1.3324933007825166,1,40,391.17957642278634,15,389.8456241595559,2.6666666666666665,0.1705045282782579,0.8294954717217421,1.5820557953824255
76,1,352.22092396230437,0.8155552335083485,0,94,354.039533021627,46,353.2227483566385,2.0434782608695654,0.9458293743298934,0.054170625670106554,-2.859923387657214,0,315.5135357971303,0.09817082528024912,1,54,316.6155884976033,80,316.51551347528584,0.675,1,293.76409648824483,0.029712185729295015,0,15,294.8144861967303,56,294.7833367770072,0.26785714285714285,0,393.68044022493996,0.9489465879742056,1,62,395.6492730274331,16,394.6987137978431,3.875,0.09170619090106702,0.908293809098933,2.2929780150278347
77,1,356.54057183582336,0.8154086654540151,1,26,358.3756873579696,84,357.55899829789996,0.30952380952380953,1.5711324309664043e-05,0.9999842886756903,11.061113100560318,0,319.11596597894095,0.43164703948423266,1,28,320.567902590381,18,320.1344880457036,1.5555555555555556,1,297.31558940629475,0.08165764692239463,0,53,298.41669474891387,55,298.3338096458465,0.9636363636363636,1,398.15001317532733,1.2486667660996318,0,55,400.4021758409217,95,399.15201692748815,0.5789473684210527,0.18204175025306513,0.8179582497469349,1.502575238106825
78,1,360.87691698712297,0.83371502882801,1,54,362.7140461378731,78,361.87914829468355,0.6923076923076923,0.0011386028634866596,0.9988613971365133,6.776814074967373,0,323.0691033801995,0.7138604586943984,1,96,324.8038203243632,89,324.0884448045399,1.0786516853932584,1,300.9178260078188,0.031479691388085485,0,25,301.95240377192385,37,301.91963776014745,0.6756756756756757,0,402.90317633445375,1.149001422803849,1,9,405.0722279220354,7,403.9216995863244,1.2857142857142858,0.3481493928648979,0.6518506071351021,0.6271837280138272
79,1,365.2145531992428,1.0153927840292454,1,16,367.2485233587213,10,366.231816599844,1.6,0.23808423324738348,0.7619157667526165,1.1632114749933615,1,327.30464778095484,0.46518381615169346,1,46,328.7897482311819,36,328.32307937857695,1.2777777777777777,1,304.4534978950396,0.031631789868697524,0,54,305.4881740293931,78,305.4552448571194,0.6923076923076923,0,407.57463443954475,1.549353659618646,1,78,410.14239994366653,65,408.59148579090834,1.2,0.07823001318518352,0.9217699868148165,2.466642346191193
80,0,376.77221776917577,1.4822567971423268,0,53,379.2731329293456,15,377.78955346602015,3.533333333333333,0.9280944955108479,0.07190550448915209,-2.5577807352964816,0,338.3131451602094,0.5965927520301193,1,15,339.93062086682767,42,339.3325723130256,0.35714285714285715,0,314.9988606425468,0.3786048872862011,0,87,316.3935808816459,85,316.01352414279245,1.0235294117647058,0,419.66562186041847,1.4821643526665866,1,77,422.16702373628505,72,420.6832566189114,1.0694444444444444,0.08438452241482464,0.9156154775851754,2.3842124911699227
81,0,381.77418201533146,0.8320202145259827,0,22,383.609493882861,31,382.77615692815743,0.7096774193548387,0.026858939193810993,0.973141060806189,3.5899303503990714,1,342.4312085211277,0.3813730839174241,1,62,343.8173571091611,43,343.4339048161637,1.441860465116279,1,318.89683638652787,0.11427946109324694,0,52,320.03163692587987,68,319.9157934160903,0.7647058823529411,0,424.6647787990514,1.3828233547974378,1,24,427.0536655590404,90,425.669225217076,0.26666666666666666,0.3713653744774498,0.6286346255225502,0.5263637915610148
82,0,386.1103813885711,0.6153597568627447,1,54,387.72873689746484,80,387.11214494355954,0.675,0.0008436010530272764,0.9991563989469727,7.0769869040215525,0,346.31901340489276,0.5137459700927138,1,95,347.8527072186116,16,347.3373892987147,5.9375,0,322.53226092550904,0.03155593806877732,0,43,323.58360747317784,7,323.5507521776017,6.142857142857143,0,429.5544179538265,1.1823825452011079,1,54,431.7401972382795,80,430.5561487185769,0.675,0.17127269484134755,0.8287273051586524,1.576634163718433
83,0,390.22977452655323,0.7824759378563613,0,51,392.0318139134906,7,391.2480133343488,7.285714285714286,0.9711612749293078,0.028838725070692225,-3.516773441625493,0,350.3533928480465,0.36517318920232356,1,12,351.7219291962683,23,351.35516904480755,0.5217391304347826,1,326.0846944851801,0.01506922859698534,0,94,327.102778428467,46,327.08644302771427,2.0434782608695654,1,434.2408378305845,1.0488635855726898,1,54,436.29320008167997,31,435.2427060769405,1.7419354838709677,0.12728533529323371,0.8727146647067663,1.9251773569462114
84,0,394.5326303082984,1.232380352448672,0,60,396.78475978877395,61,395.5510784983635,0.9836065573770492,0.02930514113656202,0.970694858863438,3.5002491983430155,0,354.22285186266527,0.39818690437823534,1,53,355.6246176296845,15,355.2247967508156,3.533333333333333,0,329.6037058355287,0.06487385090440512,0,7,330.67170659895055,54,330.6055902792141,0.12962962962962962,0,438.79390151333064,1.19894510647282,1,7,441.0129485379439,54,439.8124346418772,0.12962962962962962,0.44334661978997914,0.5566533802100209,0.22759084702196308
85,1,399.28590329457074,0.7488028646912426,0,45,401.0543509910349,40,400.30426378105767,1.125,0.1032916557492275,0.8967083442507725,2.161174067432673,0,358.12532340735197,0.5313649259041995,1,80,359.66053860331886,60,359.12747175223194,1.3333333333333333,0,333.17252970975824,0.13160765171051025,0,14,334.30735355755314,57,334.17460457305424,0.24561403508771928,1,443.5138016734272,0.7655384629033506,1,12,445.29938793112524,9,444.53217282681726,1.3333333333333333,0.3294063243252451,0.6705936756747549,0.7108713860523577
86,1,403.5553364721127,0.6318444909993559,1,46,405.1903256534133,40,404.55717390356585,1.15,0.11503366679105442,0.8849663332089456,2.0403247624887433,1,362.1613044301048,0.38225999707356095,1,53,363.5634229872376,40,363.17973207705654,1.325,1,336.80849587824196,0.03170685167424381,0,88,337.8431882101577,96,337.8102467909921,0.9166666666666666,0,447.7997673875652,1.0823091033380479,1,68,449.8856047857553,63,448.8016826461535,1.0793650793650793,0.10391249714772222,0.8960875028522778,2.15448889623154
87,0,407.6941654542461,0.6653129223268479,1,37,409.3766370858066,52,408.71004258375615,0.7115384615384616,0.007181743217870684,0.9928182567821293,4.929005481309406,0,366.0639075303916,0.34826573892496526,1,86,367.4157331690658,59,367.06583108520135,1.4576271186440677,1,340.3444921108894,0.3319062392693013,0,87,341.6957741449587,89,341.36262859753333,0.9775280898876404,1,452.3862362918444,1.3823797008953989,1,17,454.77221697871573,82,453.3881310070865,0.2073170731707317,0.412218190067996,0.587781809932004,0.35480301077912146
88,1,411.87757594976574,0.5321823081467301,1,24,413.4293829416856,69,412.8959925349336,0.34782608695652173,0.0001171995290775163,0.9998828004709225,9.051515492541885,0,369.91640892182477,0.3985428549349308,1,53,371.31840224470943,57,370.9182483286131,0.9298245614035088,1,344.1967410580255,0.03142912336625159,0,74,345.2313073654659,60,345.1985962672625,1.2333333333333334,0,457.27294092904776,2.0664995291735977,0,60,460.34282376570627,40,458.2746973729227,1.5,0.1133482812222979,0.8866517187777021,2.056987041061255
89,0,415.9303542005364,0.9683377903420478,1,41,417.9166404281277,22,416.9463356263004,1.8636363636363635,0.5142421898464847,0.48575781015351527,-0.05698417427956715,1,373.8193359726574,0.3985950031783432,1,19,375.23779980721883,37,374.8375712246634,0.5135135135135135,0,347.7325373897329,0.08156046154908836,0,87,348.8172200229019,76,348.7343523025047,1.144736842105263,1,462.8433043581899,1.1494375707115978,0,82,465.0123859702144,40,463.8613744743634,2.05,0.05868893821473131,0.9413110617852687,2.775022387099068
90,1,420.41701751435176,0.5653587889391929,1,50,422.0016031600535,62,421.4349868900608,0.8064516129032258,0.007699820367085608,0.9923001796329144,4.858828662309407,0,377.73830133792944,0.4484205637127161,1,45,379.190400714986,92,378.74029758409597,0.4891304347826087,0,351.3184824420605,0.015163648407906294,0,78,352.3364099410828,65,352.32011997234076,1.2,0,467.51319485879503,1.3158220974728465,1,37,469.84899284970015,52,468.53152413549833,0.7115384615384616,0.22776821949766757,0.7722317805023324,1.220956208040152
91,1,424.50284898653626,0.6153281519655138,1,88,426.12121042143553,96,425.50465915887617,0.9166666666666666,0.004634908361153767,0.9953650916388462,5.369493168361801,1,381.69120367756113,0.3651380285155028,1,54,383.0763002168387,31,382.7096060407348,1.7419354838709677,1,354.83738673082553,0.0983964055776596,0,19,355.9388081228826,37,355.83915226114914,0.5135135135135135,1,472.34983808384277,0.8823704170063138,1,46,474.2520840484649,40,473.36806503962725,1.15,0.16797386409757198,0.832026135902428,1.6000554572190107
92,1,428.6220256309025,0.6665060082450509,1,40,430.30763918720186,93,429.64033278427087,0.43010752688172044,2.209801747787843e-05,0.9999779019825221,10.720000562086156,0,385.57709922874346,0.34838939318433404,1,37,386.94558658939786,52,386.5955098881386,0.7115384615384616,1,358.4396490114741,0.0649445669259876,0,41,359.5077086389065,7,359.4414927638136,5.857142857142857,0,476.75262231985107,1.6491888794116676,1,12,479.40532053122297,3,477.7545498253312,4.0,0.32004823469847654,0.6799517653015235,0.7535501444067796
93,1,432.80816955748014,0.798781709279865,0,41,434.61019472195767,7,433.8101800256409,5.857142857142857,0.9095604996085813,0.09043950039141874,-2.308280392186199,0,389.4461537003517,0.4651281125843525,1,28,390.91485395957716,41,390.4480575020425,0.6829268292682927,1,362.00877471268177,0.06485133245587349,0,69,363.0766806611791,61,363.0105635514483,1.1311475409836065,1,481.90607450623065,0.9822724021505564,1,41,483.8916563389357,7,482.90784517209977,5.857142857142857,0.15821113678473797,0.841788863215262,1.671598776796101
94,0,437.11157091893256,0.7816075924783945,1,28,438.9132527750917,41,438.1303118497599,0.6829268292682927,0.012546363706325003,0.987453636293675,4.365698666006575,1,393.41557277413085,0.5318883825093508,1,37,394.95079547632486,54,394.4173406746704,0.6851851851851852,0,365.57852184562944,0.11441496713086963,0,38,366.7124935456086,43,366.59679541853257,0.8837209302325582,0,486.3924130795058,1.199133946094662,1,35,488.5948248512577,62,487.3941766342614,0.5645161290322581,0.25264612564974,0.74735387435026,1.0845490035672236
95,0,441.41383410827257,0.8655637074261904,1,56,443.2825156415347,59,442.41574739152566,0.9491525423728814,0.024519209674414344,0.9754807903255857,3.683473589064516,0,397.45152890798636,0.4487385880202055,1,24,398.9037440379616,90,398.45334658632055,0.26666666666666666,0,369.21374529832974,0.04774042568169534,0,95,370.26479278435,16,370.2160346801393,5.9375,1,491.0953824806493,0.9656478161923587,1,24,493.0647604682017,69,492.0973791219294,0.34782608695652173,0.3372128765443244,0.6627871234556756,0.6757394458014915
96,1,445.7836678386666,0.8655344729777426,0,54,447.6688048716169,31,446.80203662160784,1.7419354838709677,0.5688712605072805,0.43112873949271946,-0.27724740780667045,0,401.40709317242727,0.41529702115803957,1,60,402.83978040888906,40,402.4226633391809,1.5,0,372.76581540121697,0.23139230371452868,0,56,374.00110538234003,59,373.7682695237454,0.9491525423728814,1,495.56517192488536,1.0658314803149551,1,88,497.65098719950765,96,496.583572312491,0.9166666666666666,0.0709283841638152,0.9290716158361848,2.5725151307711402
97,0,450.1697887724731,0.7654270557686687,1,68,451.9548511784524,63,451.1882496047765,1.0793650793650793,0.055533824543076205,0.9444661754569238,2.8336275878457995,0,405.3420190254692,0.46381492796353996,1,60,406.8258260441944,70,406.3603230181616,0.8571428571428571,1,376.5017285919748,0.08148302952758968,0,15,377.58645349671133,42,377.5036604430061,0.35714285714285715,1,500.15150650800206,0.7656139195896685,1,66,501.9204452659469,59,501.1533790999092,1.11864406779661,0.10739165127320738,0.8926083487267926,2.1176654612522627
98,0,454.4560701409355,0.9821716614533216,0,78,456.4412952330895,34,455.4579032266047,2.2941176470588234,0.9386225821762241,0.061377417823775884,-2.72737148287965,0,409.32619483419694,0.36499541136436164,1,59,410.69481058977544,65,410.32816777168773,0.9076923076923077,1,380.08748045936227,0.048285610508173704,0,58,381.1387819699012,58,381.08921873010695,1.0,0,504.42098630266264,0.8823640958871692,1,45,506.30669340956956,92,505.42274077120237,0.4891304347826087,0.23191403174574554,0.7680859682542545,1.1975349145395746
99,1,458.942460862454,0.48183092079125345,1,42,460.4273938066326,67,459.9443113307934,0.6268656716417911,0.0013913962499564336,0.9986086037500436,6.5760551744963225,1,413.19545829319395,0.4153045271523297,1,10,414.6141366462689,44,414.1972886135336,0.22727272727272727,1,383.6398693767842,0.0484033387620002,0,24,384.70801591780037,69,384.65837366576307,0.34782608695652173,0,508.8072111378424,1.5493323260452598,1,14,511.3600180305075,7,509.8090288161766,2.0,0.3120884603080004,0.6879115396919996,0.7903735793860569
