,self_acceptUp,self_cue_times,self_decision_times,self_decisions,self_punishment_values,self_response_times,self_reward_values,self_trial_times,self_punishment_reward_ratio,self_prob_reject,self_prob_accept,self_SV,harm_other_acceptUp,harm_other_cue_times,harm_other_decision_times,harm_other_decisions,harm_other_punishment_values,harm_other_response_times,harm_other_reward_values,harm_other_trial_times,harm_other_punishment_reward_ratio,harm_self_acceptUp,harm_self_cue_times,harm_self_decision_times,harm_self_decisions,harm_self_punishment_values,harm_self_response_times,harm_self_reward_values,harm_self_trial_times,harm_self_punishment_reward_ratio,other_acceptUp,other_cue_times,other_decision_times,other_decisions,other_punishment_values,other_response_times,other_reward_values,other_trial_times,other_punishment_reward_ratio,other_prob_reject,other_prob_accept,other_SV
41,0,196.28302882658318,0.9993837040383369,1,96,198.28668551659212,89,197.28478606045246,1.0786516853932584,0.03382666598115436,0.9661733340188456,3.3520938271206067,0,171.967217000667,0.39864004007540643,1,87,173.3691186690703,85,172.96896949387155,1.0235294117647058,0,160.9743711706251,0.07732895691879094,0,15,162.07528648874722,42,161.99674271745607,0.35714285714285715,0,210.32534663681872,1.8490568497218192,0,45,213.19371291110292,60,211.34376559243537,0.75,0.19385472043172525,0.8061452795682748,1.4251549590964914
42,1,200.78789973817766,0.6654519839212298,1,75,202.4715186287649,70,201.8049367684871,1.0714285714285714,0.04572584392221979,0.9542741560777802,3.038287354928054,1,175.86986592807807,0.3959311028011143,1,12,177.269219054142,9,176.8716369890608,1.3333333333333333,0,164.5766054019332,0.03047149395570159,0,71,165.62966098589823,64,165.59793122066185,1.109375,1,215.69475686131045,2.149096237262711,0,15,218.86494385567494,19,216.71363724884577,0.7894736842105263,0.32351735502665946,0.6764826449733405,0.7376540329516594
43,1,204.97341670189053,1.11490681883879,1,6,207.1085838584695,8,205.99174597859383,0.75,0.11189473688635065,0.8881052631136493,2.071531695378439,1,179.77229204052128,0.34813181310892105,1,43,181.12439264217392,97,180.77455811365508,0.44329896907216493,0,168.12870671460405,0.14810937363654375,0,35,169.28011445724405,62,169.1307428618893,0.5645161290322581,1,221.36524311476387,0.6814954343717545,1,69,223.0509036835283,61,222.36755620036274,1.1311475409836065,0.0996290443533755,0.9003709556466245,2.2013531192907942
44,0,209.60869822883978,0.8485069239977747,1,45,211.46110915136524,92,210.6109714130871,0.4891304347826087,4.698347530085467e-05,0.9999530165246991,9.965667622840698,0,183.62729219673201,0.31510980147868395,1,7,184.96025008987635,54,184.64356043701991,0.12962962962962962,0,171.78147287643515,0.06210960494354367,0,40,172.86595876910724,15,172.80258536199108,2.6666666666666665,1,225.55129933776334,0.6985261437948793,1,42,227.27017391775735,39,226.56980086117983,1.0769230769230769,0.1859389903613048,0.8140610096386952,1.4766167025136299
45,0,213.96168613876216,1.01570606790483,0,62,215.99731674185023,16,214.97993679810315,3.875,0.9705548316419913,0.029445168358008665,-3.495338065264738,0,187.46095665730536,0.3319809059612453,1,41,188.81284985179082,22,188.47917768731713,1.8636363636363635,0,175.3671469166875,0.09538880200125277,0,60,176.4850265737623,70,176.3883569824975,0.8571428571428571,0,229.7704992510844,1.782658456126228,0,22,232.5731956253294,31,230.78905015741475,0.7096774193548387,0.2930198348352895,0.7069801651647105,0.8807623081639381
46,1,218.49793205037713,0.6985403660219163,1,37,220.2000994766131,54,219.4999492347706,0.6851851851851852,0.005329371667425087,0.9946706283325749,5.229178310363616,1,191.3135520736687,0.33368836203590035,1,58,192.65049692825414,6,192.31527375197038,9.666666666666666,1,178.98601916595362,0.06513301120139658,0,43,180.05423089209944,97,179.98786805430427,0.44329896907216493,0,235.07404836569913,1.8143629375845194,1,95,237.89402394299395,16,236.07782633951865,5.9375,0.03324531138766573,0.9667546886123343,3.3700310340845547
47,1,222.70083093317226,0.5153108087833971,1,55,224.21964554302394,95,223.70275764842518,0.5789473684210527,0.00010028102102010994,0.9998997189789799,9.207433816984155,1,195.14940320025198,0.3149162211921066,1,74,196.46787655586377,60,196.1513836439699,1.2333333333333334,0,182.5551863485016,0.19861127948388457,0,77,183.77350685489364,72,183.57365113147534,1.0694444444444444,0,240.394593029283,1.715347865363583,1,86,243.13055481249467,59,241.41337267612107,1.4576271186440677,0.05894344206694491,0.9410565579330551,2.7704248667411835
48,1,226.72009136993438,0.7150602606125176,1,42,228.43883439456113,39,227.7222262825817,1.0769230769230769,0.0852053360345435,0.9147946639654565,2.3736355677373533,0,198.9686360617634,0.34862445504404604,1,50,200.32061103382148,7,199.97042292519473,7.142857142857143,0,186.27442636084743,0.04817657358944416,0,12,187.34223828464746,3,187.29281331645325,4.0,0,245.6318413305562,1.1136062759906054,1,41,247.7504676540848,22,246.63518631691113,1.8636363636363635,0.17294438387290645,0.8270556161270936,1.5649018809100452
49,1,230.93972585117444,0.5159334258642048,1,15,232.45896159647964,42,231.9415265417192,0.35714285714285715,0.0022674575958786525,0.9977325424041213,6.086826044804721,0,202.82130337925628,0.41510462621226907,1,12,204.23978143604472,3,203.82307325513102,4.0,1,189.843452506233,0.09844302292913198,0,46,190.9612578919623,40,190.86166761023924,1.15,0,250.2508048391901,1.5820513255894184,1,43,252.83710228651762,7,251.2533383690752,6.142857142857143,0.14971033873241313,0.8502896612675869,1.736874717344993
50,1,234.95922767044976,0.49846143275499344,1,10,236.46100287977606,44,235.9610252007842,0.22727272727272727,0.0009190547369972712,0.9990809452630027,6.991245398578657,0,206.74049471970648,0.46535764331929386,1,6,208.20906342356466,26,207.74230133648962,0.23076923076923078,1,193.4624254964292,0.04830891918390989,0,54,194.51372542674653,31,194.4641645574011,1.7419354838709677,1,255.33765715057962,2.04951622732915,0,15,258.390664141858,56,256.3395253967028,0.26785714285714285,0.38355919031720986,0.6164408096827901,0.4744683564327242
51,1,238.96165097830817,1.0990016399882734,1,32,241.06412955513224,16,239.9634552244097,2.0,0.46751057161050924,0.5324894283894908,0.13014108305314412,0,210.70943616423756,0.46500169299542904,1,14,212.17836516420357,7,211.71180811384693,2.0,1,197.0148080929648,0.04851356102153659,0,40,198.06604481348768,93,198.01633974676952,0.43010752688172044,0,260.8913556970656,1.4794621316250414,1,45,263.39399925176986,42,261.9129280343186,1.0714285714285714,0.17462583261496545,0.8253741673850346,1.5531912341597574
52,1,243.5648163696751,1.2488208399154246,0,46,245.81704145506956,36,244.56676718359813,1.2777777777777777,0.1915485843887229,0.8084514156112771,1.4399791043803083,1,214.67988911410794,0.38163224421441555,1,15,216.0811373507604,42,215.6978328106925,0.35714285714285715,1,200.56724204751663,0.06503306049853563,0,15,201.65181406354532,19,201.58555354643613,0.7894736842105263,0,265.894627597183,1.0990533928852528,0,28,267.99702676641755,18,266.89644448529,1.5555555555555556,0.2370247959413161,0.7629752040586839,1.1690607729118618
53,0,248.31790209678002,0.4983693833928555,1,45,249.81912896037102,42,249.3197976022493,1.0714285714285714,0.07861272234954308,0.9213872776504569,2.46134689648689,1,218.58174594305456,0.44861098332330585,1,46,220.03358971513808,40,219.58348579425365,1.15,1,204.1528252235148,0.06530130747705698,0,32,205.22109897434711,16,205.15459667961113,2.0,0,270.4978435563389,1.1157123493030667,1,62,272.6168139784131,17,271.4995664197486,3.6470588235294117,0.09230041030749181,0.9076995896925082,2.2858648886354316
54,1,252.32068609562702,0.5652015544474125,1,87,253.88938908092678,89,253.32253735419363,0.9775280898876404,0.011661440772881781,0.9883385592271182,4.43973757161596,0,222.5344511468429,0.34836529451422393,1,35,223.88633406953886,62,223.53632531897165,0.5645161290322581,0,207.72199398628436,0.031653913436457515,0,62,208.7566523430869,16,208.72372988704592,3.875,0,275.1176351138856,1.5826289055403322,1,28,277.72081828303635,41,276.13638710649684,0.6829268292682927,0.2678694978927554,0.7321305021072446,1.0054588658865777
55,0,256.38998700655065,0.4953949647024274,1,35,257.89201149949804,62,257.39503747364506,0.5645161290322581,0.0012648093920123449,0.9987351906079877,6.671568236468364,1,226.3870062669739,0.41515795956365764,1,14,227.82216895907186,8,227.40545011148788,1.75,1,211.25764216994867,0.08170742448419333,0,17,212.34237734624185,82,212.2594349591527,0.2073170731707317,0,280.22107013477944,1.8996472493745387,1,96,283.1407667591702,89,281.23949580662884,1.0786516853932584,0.0529797466629337,0.9470202533370663,2.883410777713536
