,self_acceptUp,self_cue_times,self_decision_times,self_decisions,self_punishment_values,self_response_times,self_reward_values,self_trial_times,self_punishment_reward_ratio,harm_other_acceptUp,harm_other_cue_times,harm_other_decision_times,harm_other_decisions,harm_other_punishment_values,harm_other_response_times,harm_other_reward_values,harm_other_trial_times,harm_other_punishment_reward_ratio,harm_other_prob_reject,harm_other_prob_accept,harm_other_SV,harm_self_acceptUp,harm_self_cue_times,harm_self_decision_times,harm_self_decisions,harm_self_punishment_values,harm_self_response_times,harm_self_reward_values,harm_self_trial_times,harm_self_punishment_reward_ratio,harm_self_prob_reject,harm_self_prob_accept,harm_self_SV,other_acceptUp,other_cue_times,other_decision_times,other_decisions,other_punishment_values,other_response_times,other_reward_values,other_trial_times,other_punishment_reward_ratio,other_prob_reject,other_prob_accept,other_SV
10,1,36.99172308132984,0.014633841812610626,1,33,38.0092890644446,25,37.99347438593395,1.32,1,40.110082109458745,0.415027164388448,0,14,41.52922146162018,57,41.1121486723423,0.24561403508771928,0.8424231430564175,0.15757685694358242,-1.6763691133703738,0,41.861627587350085,0.2985569220036268,1,60,43.17962466087192,61,42.879313273821026,0.9836065573770492,0.015869097077669148,0.9841309029223309,4.127385281626628,0,45.0144505337812,1.2829978477675468,0,95,47.316566163208336,16,46.03175340639427,5.9375,1.0,2.8423099083646856e-25,-56.52001025525055
11,1,40.51321596861817,0.0483360830694437,1,46,41.578632900025696,36,41.529036968247965,1.2777777777777777,1,44.029927435098216,0.11491172760725021,0,82,45.14841288281605,40,45.03171627037227,2.05,0.9962651308428891,0.0037348691571108578,-5.586300631378417,0,45.68018288165331,0.5488291189540178,1,24,47.24897521245293,90,46.698615232948214,0.26666666666666666,0.003211418286837575,0.9967885817131624,5.737826019557073,1,49.81693396484479,0.7150181569159031,1,15,51.55225864169188,42,50.835430711042136,0.35714285714285715,2.0875861039826304e-09,0.9999999979124139,19.987257410549773
12,0,44.08005156344734,0.0980991255491972,1,77,45.197588074952364,72,45.098228310467675,1.0694444444444444,1,47.6488478446845,0.01504035945981741,0,33,48.68381862598471,25,48.667164048179984,1.32,0.975795433680886,0.024204566319114,-3.6967116615709745,0,49.75023308605887,0.06484764884226024,1,28,50.83490765071474,18,50.76836242573336,1.5555555555555556,0.021278168540994735,0.9787218314590053,3.8285658708055674,0,54.052976467181,1.1491081898566335,1,12,56.22180767194368,23,55.07099597994238,0.5217391304347826,0.00020934007951933786,0.9997906599204807,8.471341091686044
13,0,47.698685948736966,0.39846977149136364,1,95,49.10053111985326,16,48.70084258564748,5.9375,0,51.184155612718314,0.2824874292127788,0,53,52.470142885576934,15,52.18593773199245,3.533333333333333,0.9934188401556455,0.006581159844354492,-5.01694136987741,1,53.335328785469756,0.3492242586798966,1,45,54.70505630411208,40,54.353495260933414,1.125,0.01859510958920918,0.9814048904107908,3.9660864859028693,0,58.72260925010778,0.6992402193136513,1,35,60.44221485313028,62,59.740776910912246,0.5645161290322581,2.179131541879542e-09,0.9999999978208685,19.94433941262341
14,0,51.60131571046077,0.29974091914482415,1,54,52.90414363471791,80,52.60335975512862,0.675,1,54.971829005051404,0.29865094646811485,0,56,56.28912405529991,46,55.98853494063951,1.2173913043478262,0.9838308965225587,0.016169103477441264,-4.108351800676337,0,57.20457512023859,0.7825059969909489,1,58,59.0073026989121,58,58.222935965517536,1.0,0.016288919524200307,0.9837110804757997,4.100847143672023,1,62.94223658135161,0.781845060409978,1,88,64.72796232393011,96,63.94443035405129,0.9166666666666666,0.0021335944779297122,0.9978664055220703,6.147811299413396
15,0,55.40628091362305,0.21478230552747846,1,58,56.63901952235028,58,56.422909022308886,1.0,0,58.78967793053016,0.24859121325425804,0,43,60.058365491218865,7,59.80796173913404,6.142857142857143,0.9918331864987149,0.008166813501285128,-4.799476125903007,1,61.50790595659055,0.6652934355661273,1,62,63.19316181377508,43,62.52605465450324,1.441860465116279,0.025942138947725568,0.9740578610522744,3.6256020744802773,0,67.2282692862209,1.3320628176443279,1,14,69.56441031652503,57,68.23030937998556,0.24561403508771928,2.0650148258027912e-14,0.9999999999999793,31.51105389596388
16,1,59.139838088303804,0.09823818691074848,1,46,60.24125414411537,40,60.14169882470742,1.15,0,62.558954131789505,0.18116934830322862,0,28,63.76084915944375,41,63.57740860665217,0.6829268292682927,0.9481903888788928,0.05180961112110714,-2.9069796393086733,0,65.69347628229298,0.7155913901515305,1,77,67.42940579704009,72,66.71203663339838,1.0694444444444444,0.01819642450233605,0.981803575497664,3.9881661445281877,1,72.06481288350187,2.4168397032190114,0,12,75.5020049335435,9,73.08331871614791,1.3333333333333333,0.8335111472429954,0.16648885275700462,-1.610718719347369
17,1,62.742544412845746,0.08136830083094537,1,17,63.843668123707175,82,63.76098427036777,0.2073170731707317,0,66.26135602244176,0.11540120793506503,0,62,67.39700962672941,16,67.27951973234303,3.875,0.9956088788356666,0.004391121164333369,-5.423769903539653,1,69.93014258542098,2.750603653024882,1,42,73.70082441298291,39,70.94805266638286,1.0769230769230769,0.017734794520977815,0.9822652054790222,4.014332836487796,1,78.00202113110572,0.7320030056871474,1,55,79.73788427561522,95,79.0041548544541,0.5789473684210527,1.9539925233402755e-13,0.9999999999998046,29.263731481644708
18,0,66.34485844173469,0.06468014302663505,1,35,67.4289554276038,62,67.36297158407979,0.5645161290322581,0,69.89704597229138,0.06442216830328107,0,87,70.98164666071534,76,70.91554429894313,1.144736842105263,0.9901015978117375,0.009898402188262509,-4.6054342129254575,1,76.20054708025418,0.8987846348900348,1,88,78.10309822484851,96,77.2026365569327,0.9166666666666666,0.013088942934492254,0.9869110570655077,4.322812097957413,1,82.23872140957974,0.5656579185742885,1,28,83.82435715710744,82,83.2564047256019,0.34146341463414637,0.0,1.0,inf
19,1,69.93005804228596,0.06564172101207078,1,53,70.9986706203781,55,70.93178682844155,0.9636363636363636,1,73.48266907804646,0.1492192018777132,0,50,74.65144813479856,62,74.5004559000954,0.8064516129032258,0.9633722337084488,0.03662776629155122,-3.269633278005591,0,80.60387886501849,0.4823960911016911,1,40,82.10592804523185,15,81.62180514354259,2.6666666666666665,0.030487596089379787,0.9695124039106202,3.459473353432251,0,86.32434372510761,0.7656238642521203,1,22,88.09374397527426,31,87.32640870776959,0.7096774193548387,0.0009023657741099589,0.99909763422589,7.009587832414933
20,1,80.50567346811295,0.39817663631401956,1,3,81.92199406144209,18,81.52262987219729,0.16666666666666666,1,84.17496017785743,1.1488510051276535,0,32,86.34243158320896,16,85.19186956994236,2.0,0.9811862606686041,0.01881373933139589,-3.9541748912863257,1,91.62957993987948,1.2323403875343502,1,75,93.88070467789657,70,92.64664301043376,1.0714285714285714,0.018221094654105263,0.9817789053458947,3.986786165864115,1,97.61718056187965,1.0987371488008648,0,16,99.73442077776417,10,98.63400620082393,1.6,0.9776809694579713,0.022319030542028606,-3.7797437076466407
21,1,84.42305321944878,0.11590293515473604,1,94,85.54204039415345,46,85.42489775829017,2.0434782608695654,1,88.84330032207072,0.5649681421928108,0,28,90.42822496010922,82,89.86156437755562,0.34146341463414637,0.8191991205749215,0.1808008794250785,-1.5109308687447174,0,96.3815062562935,0.5156325555872172,1,56,97.91681876522489,59,97.39945979393087,0.9491525423728814,0.015143245050482368,0.9848567549495176,4.174941642879503,0,102.2353491706308,0.7659837645478547,0,45,104.02114799921401,42,103.25312177045271,1.0714285714285714,0.8431074746010037,0.15689252539899629,-1.6815334211683852
22,1,88.04254528181627,0.032266590278595686,1,53,89.0940031351056,40,89.06051304168068,1.325,1,92.92903048917651,0.3155559927690774,0,88,94.26501705078408,96,93.94730876688845,0.9166666666666666,0.9815382745227804,0.018461725477219595,-3.9734213130588008,1,100.41714429529384,0.13180097145959735,1,15,101.5691494657658,42,101.43507254915312,0.35714285714285715,0.00857367732217984,0.9914263226778202,4.750447903238321,0,106.52146404795349,0.88146279938519,1,7,108.4242364265956,54,107.54050518805161,0.12962962962962962,1.1102230246251565e-15,0.9999999999999989,34.43421547668306
23,0,91.5947825901676,0.29866200825199485,1,53,92.89658612175845,15,92.59662475856021,3.533333333333333,1,96.7654298893176,0.18091137357987463,0,52,97.966652918607,68,97.78382629016414,0.7647058823529411,0.9594298434406877,0.0405701565593123,-3.163306458739949,1,104.07006166130304,0.3318850405048579,1,10,105.42203830834478,44,105.08786152023822,0.22727272727272727,0.007223936686201693,0.9927760633137983,4.92310507161178,1,110.9239989949856,0.8491006046533585,1,26,112.77677524532191,84,111.9258944967296,0.30952380952380953,0.0,1.0,inf
24,1,95.3975188601762,0.09840253228321671,1,66,96.51531611196697,59,96.41561066918075,1.11864406779661,0,100.46770417527296,0.5804375377483666,0,6,102.06923400866799,26,101.48712259833701,0.23076923076923078,0.9121381833563958,0.0878618166436042,-2.3400261805292253,1,107.92188265430741,0.3820364277344197,1,15,109.30743038258515,56,108.92366595892236,0.26785714285714285,0.006043788314660126,0.9939562116853399,5.102662133305617,0,115.27757484838367,1.0486868969164789,1,24,117.34597014286555,90,116.29561885492876,0.26666666666666666,0.0,1.0,inf
25,0,99.01916242367588,0.13168877409771085,1,56,100.16811970039271,59,100.03505176887847,0.9491525423728814,1,104.57048595626839,0.5321484669111669,0,42,106.12247635168023,67,105.58843317301944,0.6268656716417911,0.937467251188306,0.06253274881169406,-2.7074914246692616,1,111.80816282518208,0.2986367242410779,1,12,113.12664621835575,9,112.8262649057433,1.3333333333333333,0.01809901144400361,0.9819009885559964,3.9936331565265673,1,119.84669152391143,0.8486794696655124,1,37,121.6993788855616,54,120.84872134635225,0.6851851851851852,2.9356569340999172e-06,0.9999970643430659,12.73857636643664
26,1,102.6693210802041,0.19891429389826953,1,42,103.88736382266507,39,103.68724064249545,1.0769230769230769,0,108.6230965971481,0.5489263038616627,0,62,110.19188616238534,17,109.641240949044,3.6470588235294117,0.9954574775006587,0.004542522499341233,-5.389719933525898,0,115.62740394496359,0.2815795794595033,1,14,116.92915769899264,7,116.64566958067007,2.0,0.019949881699161454,0.9800501183008385,3.894380498028563,0,124.20325087639503,0.8485581860877573,1,60,126.06861336831935,70,125.21823711227626,0.8571428571428571,0.00047667885575997104,0.99952332114424,7.648190759677719
27,0,106.38810851215385,0.43207838339731097,1,45,107.82328022131696,92,107.38998860656284,0.4891304347826087,0,112.6923396922648,0.5323566638398916,0,95,114.24497798713855,16,113.71051525394432,5.9375,0.9991249240506096,0.0008750759493904118,-7.040324417018312,0,119.42994466004893,0.4986481019295752,1,87,120.94878905988298,85,120.44839281379245,1.0235294117647058,0.016781727193128426,0.9832182728068716,4.070540515720163,1,128.56925692223012,1.3489003088325262,0,72,130.9226206280291,51,129.5715621020645,1.411764705882353,0.9999995879501349,4.120498650773438e-07,-14.70212105112956
28,1,110.32427063887008,0.24798914045095444,1,37,111.59204797935672,54,111.34262516326271,0.6851851851851852,0,116.74469630885869,0.7819351342041045,0,54,118.54698260454461,80,117.76327483262867,0.675,0.9454570408581573,0.054542959141842685,-2.8526798193917773,0,123.44937651511282,0.44884397299028933,1,71,124.91849026735872,64,124.46746358345263,1.109375,0.019195262531260693,0.9808047374687393,3.9337098899549012,1,133.4228896643035,0.6992291572969407,1,42,135.14209388545714,67,134.44087875750847,0.6268656716417911,9.33939914293802e-09,0.9999999906606009,18.489023909026844
29,0,114.0935037783347,0.29821005859412253,1,96,115.41160119720735,89,115.11208941345103,1.0786516853932584,0,121.04792877519503,0.5985182849690318,0,71,122.66668325918727,69,122.06641208939254,1.0289855072463767,0.9830434644312349,0.016956535568765096,-4.059999996486635,0,127.41862972383387,0.7485623736865819,1,60,129.1872714573983,70,128.43677210062742,0.8571428571428571,0.012694524707178245,0.9873054752928218,4.35380871524131,1,137.6421898852568,0.831825781147927,0,53,139.47788410191424,40,138.64417111501098,1.325,0.9998636531118419,0.00013634688815810948,-8.900171915204982
30,0,117.91491062147543,0.5651640924625099,1,28,119.49717887095176,18,118.93085527513176,1.5555555555555556,1,125.16746547957882,0.7655859384685755,0,24,126.95305295079015,69,126.18572005350143,0.34782608695652173,0.8529131475837718,0.1470868524162282,-1.7576344772897556,0,131.68800982600078,0.6992196757346392,1,53,133.40684782597236,57,132.70572790759616,0.9298245614035088,0.014802736385270077,0.9851972636147299,4.198029834173891,1,141.97859284095466,1.9827887816354632,1,87,144.98175609274767,89,142.9970919576008,0.9775280898876404,0.13834857261612254,0.8616514273838775,1.8290744233115257
31,0,121.99868326238357,0.5154196177609265,1,28,123.53359122900292,41,123.01690386119299,0.6829268292682927,0,129.45353650511242,0.6649110165890306,0,51,131.13907799124718,7,130.47207907843404,7.285714285714286,0.9944664022868921,0.005533597713107855,-5.191368129170561,0,135.9099237693008,0.8324807921890169,1,7,137.75990259391256,54,136.92564679356292,0.12962962962962962,0.005230047355694767,0.9947699526443052,5.248091174392426,1,147.48239332577214,0.8960887400899082,0,62,149.40094206202775,43,148.50295149930753,1.441860465116279,0.9999982226189,1.7773810999410117e-06,-13.240367791858702
32,1,126.03533779270947,0.39819046342745423,1,55,127.4525575444568,95,127.05313923209906,0.5789473684210527,0,133.63968322449364,0.9987314599566162,0,12,135.64206741633825,23,134.64154396066442,0.5217391304347826,0.9391232325167811,0.0608767674832189,-2.736095093021156,1,140.26053903694265,0.6314896636176854,1,3,141.8952121003531,18,141.26221923041157,0.16666666666666666,0.011655304510915232,0.9883446954890848,4.440270119767573,0,151.90300427936018,0.6318562801461667,0,53,153.55388273647986,15,152.91994251077995,3.533333333333333,0.9999999999979308,2.0692184316599367e-12,-26.903850149192824
33,1,129.95454944111407,0.23213535104878247,1,14,131.20521156303585,8,130.97171364724636,1.75,0,138.14242889685556,0.9154933360405266,0,96,140.06158918724395,89,139.14439313905314,1.0786516853932584,0.9900842251420549,0.009915774857945146,-4.60366310642264,1,144.39659441797994,0.7146886761765927,1,54,146.13192225527018,78,145.41510222596116,0.6923076923076923,0.008996495042796981,0.991003504957203,4.701883009316366,0,156.0544567599427,0.6489221160300076,0,77,157.72339147049934,72,157.07266550674103,1.0694444444444444,0.9604750725463906,0.03952492745360938,-3.1904964816532484
34,0,133.70865293755196,0.1160625396296382,1,60,134.84172244928777,40,134.7249337877147,1.5,1,142.56249466654845,0.732474708231166,0,40,144.3150799444411,93,143.58036682172678,0.43010752688172044,0.848671498509046,0.15132850149095403,-1.7242192034947432,0,148.632598599419,0.9991881500463933,1,12,150.651803689776,3,149.65097919781692,4.0,0.020986127243631136,0.9790138727563689,3.8426842007834385,0,160.22416144399904,0.8147741672582924,0,96,162.0586681079585,89,161.2424531537108,1.0786516853932584,0.9907291199032738,0.009270880096726114,-4.671562841420737
35,0,137.34226565784775,0.3485009022988379,1,40,138.71055910596624,15,138.36069326847792,2.6666666666666665,1,146.8153323882725,0.548921168083325,1,97,148.3843475333415,61,147.83367782621644,1.5901639344262295,0.9963378965830008,0.003662103416999245,-5.606048767216225,1,153.15247252769768,0.3985436479561031,1,46,154.5712073375471,40,154.17069549672306,1.15,0.01904693690952053,0.9809530630904795,3.9416183159443934,0,164.56001566024497,0.5984882605262101,0,80,166.1792098467704,60,165.57884544273838,1.3333333333333333,0.9999991677574852,8.3224251480788e-07,-13.999141122211505
36,0,141.21137609146535,0.26501428545452654,1,87,142.49603477492929,85,142.22967056673951,1.0235294117647058,1,150.8844391873572,0.9157438047695905,0,42,152.8037602675613,39,151.8862489608582,1.0769230769230769,0.9749348102152484,0.02506518978475153,-3.6608905850544025,1,157.07126817689277,0.8489010988269001,1,28,158.9238310942892,82,158.07332249288447,0.34146341463414637,0.00432638121943707,0.9956736187805629,5.4386880653989635,0,168.6797254011035,0.7818280726205558,0,28,170.48187737632543,18,169.69793691369705,1.5555555555555556,0.9987533937371658,0.001246606262834233,-6.686083025746882
37,0,144.9975545736961,0.28195883776061237,1,80,146.29903336521238,60,146.01567996293306,1.3333333333333333,0,155.30444332771003,0.5149621372111142,0,41,156.8394698125776,22,156.3227026425302,1.8636363636363635,0.9850907739642968,0.014909226035703231,-4.1907535748797935,0,161.42452008021064,0.7152808723039925,1,62,163.143814770272,17,162.42635869327933,3.6470588235294117,0.04873060930530648,0.9512693906946935,2.971489932926725,0,172.9826248313766,0.798868624959141,1,6,174.8015791370999,26,174.00085175107233,0.23076923076923078,3.1662713906310813e-07,0.9999996833728609,14.965540656195147
38,1,148.8000478814356,0.14795461227186024,1,42,149.9670159793459,67,149.81802749307826,0.6268656716417911,0,159.34006121847779,0.448552813148126,0,35,160.7921296779532,62,160.34184333775192,0.5645161290322581,0.926548139602983,0.07345186039701698,-2.534835771878927,1,165.64355561044067,0.3153335733804852,1,46,166.96305351983756,36,166.64537802594714,1.2777777777777777,0.02102105299133361,0.9789789470086664,3.840985678782317,1,177.30502643762156,0.5818874109536409,1,4,178.90408279537223,22,178.32045711693354,0.18181818181818182,1.331053893105505e-06,0.9999986689461069,13.529538197628414
39,1,152.46861834591255,0.26566692581400275,1,62,153.75402250909247,43,153.48708427743986,1.441860465116279,1,163.29256898537278,0.44906757748685777,0,54,164.7619023914449,78,164.31056637479924,0.6923076923076923,0.9488641470172527,0.05113585298274731,-2.9207797594192875,0,169.46292077936232,0.465587439481169,1,45,170.94889849168248,60,170.48134246398695,0.75,0.011326156903489704,0.9886738430965103,4.4692496717133015,1,181.4047176579479,1.265759764937684,0,66,183.67411237745546,59,182.40660130791366,1.11864406779661,0.9901187497682331,0.009881250231766923,-4.607185839765272
40,0,163.2605572096072,0.981878166552633,1,22,165.26100994925946,31,164.2780264026951,0.7096774193548387,0,174.28425177070312,0.6152036774437875,0,40,175.919446709333,15,175.3019931607414,2.6666666666666665,0.9876310129581933,0.012368987041806674,-4.3801168645676345,1,180.47186811617576,0.7821567633654922,1,94,182.27266582287848,46,181.48877711314708,2.0434782608695654,0.051266271699895394,0.9487337283001046,2.918095113680471,0,193.19750313693658,0.8651143936440349,0,62,195.08175151003525,17,194.2147917873226,3.6470588235294117,0.9999999999999869,1.3125845687097408e-14,-31.96419315520606
41,1,167.76246614335105,0.38184679858386517,1,87,169.14747066283599,89,168.76432727463543,0.9775280898876404,1,178.41947673400864,0.047956034541130066,0,94,179.48758205398917,46,179.43792607309297,2.0434782608695654,0.9974518564683914,0.0025481435316086,-5.969838816197218,1,184.77356656151824,0.7152595391962677,1,82,186.5088394852355,40,185.79164256807417,2.05,0.04475502070562376,0.9552449792943762,3.060764197439107,1,197.58251200197265,0.9488696521148086,1,3,199.5514013597276,18,198.60056667518802,0.16666666666666666,1.1521977820172502e-05,0.9999884780221798,11.371242709609783
42,0,171.6486617710907,0.5641732800286263,1,62,173.2166943999473,17,172.65125297475606,3.6470588235294117,1,181.98853573086672,0.398186907870695,0,72,183.3904709755443,51,182.9905323679559,1.411764705882353,0.9911801020613014,0.008819897938698633,-4.7218859571426695,0,189.01310693193227,0.39873564755544066,1,53,190.42844382394105,15,190.02753968792967,3.533333333333333,0.041431993290454994,0.958568006709545,3.1413871439720054,0,202.05167197645642,0.7157999821938574,0,43,203.78753828140907,7,203.06994985905476,6.142857142857143,0.9999999999910744,8.925606013186028e-12,-25.442096889921974
43,0,175.71789775509387,0.34935304848477244,1,71,177.08652779483236,64,176.73588526807725,1.109375,1,185.89093517209403,0.6487305115442723,0,16,187.54393510567024,10,186.8929405005183,1.6,0.9669041254288793,0.0330958745711207,-3.374690704833748,1,192.92904984741472,0.2817786899395287,1,98,194.23034730600193,73,193.94679400278255,1.3424657534246576,0.029326667429960818,0.9706733325700392,3.499492734690624,1,206.2881952675525,1.0157490985002369,0,32,208.3239383928012,16,207.3064518168103,2.0,0.999983556262396,1.644373760405327e-05,-11.015549402124694
44,1,179.58750161970966,0.34811571799218655,1,82,180.9549784772098,40,180.60552073759027,2.05,0,190.04510093014687,0.3653198254760355,0,14,191.42857182351872,7,191.06210000091232,2.0,0.9670375284112035,0.032962471588796456,-3.378867614058125,1,196.7311006868258,0.29858615645207465,1,50,198.05008541233838,62,197.7496958032716,0.8064516129032258,0.012161726556347285,0.9878382734436527,4.39722514050195,1,210.82480555120856,0.7649735941085964,1,15,212.61013939324766,56,211.84306052024476,0.26785714285714285,8.72635297355373e-14,0.9999999999999127,30.069843777247808
45,1,183.4562213383615,1.1823189752176404,1,16,185.65797137864865,10,184.47445615939796,1.6,1,193.9302844121121,0.9154076080303639,0,3,195.86542333127,18,194.94817711040378,0.16666666666666666,0.9216851500190593,0.07831484998094074,-2.465466439413933,0,200.55096402741037,0.19844614691101015,1,45,201.76947689219378,92,201.56914037954994,0.4891304347826087,0.005095389416143625,0.9949046105838564,5.274310769009976,0,215.1135475828778,1.4662859071977437,0,87,217.59680609148927,85,216.1286815716885,1.0235294117647058,0.7410655408025579,0.258934459197442,-1.0515140941265313
46,0,188.15941888140514,0.2320974252652377,1,38,189.41084544593468,43,189.17746288795024,0.8837209302325582,0,198.36606965074316,0.5819383736234158,0,38,199.9518053487409,43,199.36808722629212,0.8837209302325582,0.9654018659077144,0.03459813409228563,-3.3287447033656052,1,204.2699821749702,0.23091066256165504,1,52,205.52194207161665,68,205.2891935862135,0.7647058823529411,0.010995228433544169,0.9890047715664558,4.499237756328109,0,220.09742278140038,0.7328705589752644,0,50,221.84966712188907,7,221.11502985074185,7.142857142857143,0.9999999999999432,5.686205796342773e-14,-30.498148095824845
