,self_acceptUp,self_cue_times,self_decision_times,self_decisions,self_punishment_values,self_response_times,self_reward_values,self_trial_times,self_punishment_reward_ratio,self_prob_reject,self_prob_accept,self_SV,harm_other_acceptUp,harm_other_cue_times,harm_other_decision_times,harm_other_decisions,harm_other_punishment_values,harm_other_response_times,harm_other_reward_values,harm_other_trial_times,harm_other_punishment_reward_ratio,harm_other_prob_reject,harm_other_prob_accept,harm_other_SV,harm_self_acceptUp,harm_self_cue_times,harm_self_decision_times,harm_self_decisions,harm_self_punishment_values,harm_self_response_times,harm_self_reward_values,harm_self_trial_times,harm_self_punishment_reward_ratio,harm_self_prob_reject,harm_self_prob_accept,harm_self_SV,other_acceptUp,other_cue_times,other_decision_times,other_decisions,other_punishment_values,other_response_times,other_reward_values,other_trial_times,other_punishment_reward_ratio,other_prob_reject,other_prob_accept,other_SV
0,0,0.0036065198946744204,2.3250727211125195,1,54,3.3536384606268257,80,1.0270447514485568,0.675,0.3104620144321947,0.6895379855678053,0.7979602300673152,1,0.0051188168581575155,1.5743382021319121,0,32,2.6028739172033966,16,1.0268436649348587,2.0,0.9971597720798533,0.002840227920146696,-5.861026707435343,0,0.004066767171025276,0.9910103669390082,0,55,2.019238723674789,60,1.0266390228644013,0.9166666666666666,0.9999394430747195,6.0556925280520424e-05,-9.71186616282279,1,0.0033434086944907904,0.608718462754041,1,28,1.635374473175034,82,1.0254396148957312,0.34146341463414637,0.00012117759583218923,0.9998788224041678,9.018132169347753
1,1,5.854444584343582,1.33124003210105,1,25,8.207047587959096,37,6.873968542786315,0.6756756756756757,0.527019643984713,0.47298035601528693,-0.1081839659535293,1,5.103421275271103,0.7821850003674626,1,10,6.905078480951488,44,6.121457035653293,0.22727272727272727,3.1986236123104916e-06,0.9999968013763877,12.652786763211473,1,4.519822427537292,0.9829119932837784,0,82,6.5059277061372995,40,5.521395564079285,2.05,0.9999999995933463,4.066536974888913e-10,-21.623059158392003,1,4.136312547605485,0.5826534647494555,1,15,5.72182310000062,56,5.137925585266203,0.26785714285714285,0.0012148003008891628,0.9987851996991108,6.711960038337642
2,0,10.707677909173071,1.3662294778041542,0,62,13.093805864220485,17,11.725817570695654,3.6470588235294117,0.9972207822738218,0.0027792177261781303,-5.882802697416946,1,9.40689635812305,0.7643827216234058,1,42,11.192621113033965,67,10.426201452268288,0.6268656716417911,3.621082638194384e-05,0.9999637891736181,10.226116201039037,1,9.006213138345629,1.0294005053583533,0,33,11.058151924284175,25,10.027009195880964,1.32,0.9998295302957726,0.0001704697042274583,-8.676782480608708,0,8.222869026241824,0.6988190414849669,0,80,9.940692519769073,60,9.240757033228874,1.3333333333333333,0.9916230353390585,0.008376964660941483,-4.773857393785141
3,1,15.594157271785662,1.833358551375568,1,3,18.447711386717856,18,16.612105328124017,0.16666666666666666,0.3857054916542555,0.6142945083457445,0.46540036517324257,1,13.693038495955989,0.6656456950586289,0,12,15.378231853013858,9,14.71095613273792,1.3333333333333333,0.8188747387256208,0.18112526127437922,-1.5087422848385001,0,13.55908328271471,0.9960734799969941,0,22,15.562406543176621,31,14.564240815583616,0.7096774193548387,0.9850379617970912,0.014962038202908808,-4.187163973548996,0,12.442278100643307,0.7308143132831901,0,62,14.19383790367283,17,13.461864873766899,3.6470588235294117,0.9999034857278917,9.651427210833248e-05,-9.245723144129506
4,1,20.948264670791104,0.898871268844232,1,28,22.86697239172645,82,21.966102900216356,0.34146341463414637,0.02320666565431051,0.9767933343456895,3.7398355487111106,0,17.87865990260616,1.0330086054746062,1,35,19.915323620662093,62,18.880709088640288,0.5645161290322581,2.104207090347643e-05,0.9999789579290965,10.768965705674777,1,18.062861061887816,1.01592336432077,0,54,20.09852487850003,78,19.08093988383189,0.6923076923076923,0.9982623327151243,0.0017376672848756968,-6.3534725273148,1,16.694800471886992,0.8658136753365397,0,6,18.563597259577364,8,17.696611830731854,0.75,0.5901975548424885,0.4098024451575115,-0.3647821170734778
5,1,25.367881231708452,1.3110503945499659,1,15,27.703954845899716,42,26.390752154402435,0.35714285714285715,0.19544798315651146,0.8045520168434885,1.4149913484873509,0,22.415648559108377,1.081835093908012,0,45,24.517909932881594,42,23.434408072847873,1.0714285714285714,0.6089013677356956,0.39109863226430447,-0.44269651224775947,1,22.598667693324387,0.8995985775254667,1,4,24.50111348205246,22,23.60055174352601,0.18181818181818182,0.5053123035105007,0.49468769648949934,-0.021250013649363388,0,21.064047037623823,0.730926115764305,1,6,22.79985453817062,26,22.067588372388855,0.23076923076923078,0.05101299250409297,0.948987007495907,2.9233147525228143
6,1,30.203998105134815,1.6662288065999746,0,54,32.88988479599357,78,31.22215317422524,0.6923076923076923,0.35142071318912393,0.6485792868108761,0.6128001393577709,0,27.018185093533248,1.0164152164943516,1,60,29.054134144680575,61,28.03610312519595,0.9836065573770492,0.17081947450116275,0.8291805254988373,1.5798306002119993,0,27.00149886473082,0.8170448660384864,0,86,28.821561608463526,59,28.00316563085653,1.4576271186440677,0.9999999971484429,2.851557056054605e-09,-19.67540065354342,0,25.300717945909128,0.7826567043084651,1,55,27.102580188540742,60,26.31860832334496,0.9166666666666666,0.5187914909630703,0.4812085090369297,-0.07520138402881453
7,0,35.39129457436502,1.7323491289280355,1,6,38.14373615547083,26,36.40971433464438,0.23076923076923078,0.29153136256815715,0.7084686374318429,0.8879582017113143,1,31.554530194262043,0.6820431337691844,0,46,33.24039831710979,36,32.556267676409334,1.2777777777777777,0.9569679035613088,0.04303209643869125,-3.1018235862311974,1,31.322520226240158,0.8642440943513066,0,6,33.190332914702594,8,32.324391634436324,0.75,0.9534472235641079,0.04655277643589211,-3.0194974271777393,0,29.60361386812292,1.0326680622529238,0,96,31.655231073498726,89,30.621478961547837,1.0786516853932584,0.9229775404360121,0.07702245956398787,-2.4835078390129426
8,0,40.64403383457102,1.9167438682634383,1,35,43.5641013586428,62,41.645789094502106,0.5645161290322581,0.2412127556138457,0.7587872443861543,1.1460420802487545,0,35.74103574943729,0.8992698860820383,1,6,37.65984460618347,26,36.75880602817051,0.23076923076923078,0.0007915654507213432,0.9992084345492787,7.140706111153703,0,35.69093913724646,0.6317098790314049,0,87,37.326027190545574,76,36.69273587851785,1.144736842105263,0.9999999632061624,3.6793837624109224e-08,-17.117935424866584,0,34.15669774077833,0.8158312358427793,1,45,35.99187594745308,92,35.1749002172146,0.4891304347826087,0.00047592865102907833,0.9995240713489709,7.649766565822939
9,1,46.064640815602615,1.6490858860779554,0,45,48.717231690650806,40,47.0665011620149,1.125,0.875554987519266,0.12444501248073404,-1.9509940052232528,0,40.160168359521776,1.0324330003932118,1,45,42.19670644798316,60,41.162321051582694,0.75,0.0015343279232721274,0.9984656720767279,6.478127322612813,1,39.82639874634333,0.7326181659009308,0,14,41.562728913733736,8,40.828401315025985,1.75,0.9961164438644237,0.0038835561355762944,-5.5471128985955245,1,38.4924754537642,0.6658037197776139,1,3,40.16105645871721,18,39.49419081234373,0.16666666666666666,0.1165229478044153,0.8834770521955847,2.025777087206332
