,self_acceptUp,self_cue_times,self_decision_times,self_decisions,self_punishment_values,self_response_times,self_reward_values,self_trial_times,self_punishment_reward_ratio,self_prob_reject,self_prob_accept,self_SV,harm_other_acceptUp,harm_other_cue_times,harm_other_decision_times,harm_other_decisions,harm_other_punishment_values,harm_other_response_times,harm_other_reward_values,harm_other_trial_times,harm_other_punishment_reward_ratio,harm_self_acceptUp,harm_self_cue_times,harm_self_decision_times,harm_self_decisions,harm_self_punishment_values,harm_self_response_times,harm_self_reward_values,harm_self_trial_times,harm_self_punishment_reward_ratio,other_acceptUp,other_cue_times,other_decision_times,other_decisions,other_punishment_values,other_response_times,other_reward_values,other_trial_times,other_punishment_reward_ratio
41,1,192.236412860977,0.4981534844264388,1,24,193.75356009311508,69,193.253807401401,0.34782608695652173,0.0,1.0,inf,1,186.67119261837797,0.6316426561679691,0,12,188.32147346728016,9,187.68832562828902,1.3333333333333333,0,177.27413961617276,0.33143453794764355,0,87,178.62465244502528,76,178.29160289722495,1.144736842105263,1,187.3214789981139,0.48118798033101484,0,50,188.82138615875738,62,188.33896282233763,0.8064516129032258
42,1,196.25176454044413,0.5647797494893894,1,50,197.83574504969874,62,197.26902950077783,0.8064516129032258,5.377387424232438e-11,0.9999999999462261,23.646233375531942,0,190.82157025724882,0.5797952319262549,0,87,192.4201150892186,76,191.8388130941894,1.144736842105263,0,181.1229098304757,0.46500943799037486,0,51,182.6063417578698,7,182.14027395116864,7.285714285714286,0,191.3200796917081,0.31475545320427045,0,51,192.65362938685576,7,192.33756272582104,7.285714285714286
43,0,200.3337353738607,1.014557606598828,1,54,202.36730648129014,80,201.35104023537133,0.675,2.220446049250313e-15,0.9999999999999978,33.74106829612311,1,194.91835114138667,0.9646756113506854,0,53,196.90201615483966,55,195.93578044715105,0.9636363636363636,1,185.10488082194934,0.7478680527419783,0,87,186.87174380762735,89,186.1223622757825,0.9775280898876404,1,195.1521739817108,0.5980830055195838,0,53,196.76899315515766,40,196.16965148499003,1.325
44,0,204.86554845940555,0.764650643512141,0,50,206.64927620853996,7,205.88293628377141,7.142857142857143,0.9999973795427363,2.620457263696964e-06,-12.852159106830221,0,199.40024904650636,0.4481774645973928,0,71,200.86725670361193,64,200.41760210553184,1.109375,1,189.3700580818695,0.6812753678532317,0,37,191.07057766627986,54,190.38759839982959,0.6851851851851852,1,199.26742910820758,0.39821961760753766,0,14,200.684248202655,57,200.28473475988721,0.24561403508771928
45,1,209.14821744477376,0.6477457418804988,1,52,210.81491229246603,68,210.1653939114767,0.7647058823529411,2.5508484213787597e-12,0.9999999999974492,26.6945950978266,1,203.36550697794883,1.2311368199880235,0,32,205.6156975949416,16,204.38299080217257,2.0,0,193.5687220642576,0.6146178929484449,0,7,195.20237795182038,54,194.58620509837056,0.12962962962962962,0,203.1827892420115,0.3147360951988958,0,60,204.51636224571848,40,204.20036788086873,1.5
46,0,213.31291999935638,0.6308213241281919,1,45,214.96360934147378,60,214.33088224253152,0.75,1.9664492256765698e-11,0.9999999999803355,24.65220652999914,0,208.1138281658059,0.6980338598950766,0,45,209.83099285967182,60,209.13141233555507,0.75,1,197.70077795436373,0.5481954794377089,0,62,199.26779651507968,43,198.71804923570016,1.441860465116279,0,207.01749409578042,0.5978981168591417,0,45,208.6316568783368,42,208.03247283754172,1.0714285714285714
47,0,217.4614732460468,0.9143369255471043,0,43,219.39516579528572,7,218.47914551442955,6.142857142857143,0.9999313003188741,6.869968112589629e-05,-9.585697298250135,1,212.329253800679,0.6958926286897622,0,75,214.0295904717641,70,213.33217567257816,1.0714285714285714,1,201.7668977510766,0.3977613467723131,0,82,203.18335022876272,40,202.7839011810138,2.05,0,211.13015604118118,0.3647855963790789,0,14,212.5137398301158,7,212.14768016163725,2.0
48,1,221.8931865391787,0.4481051684124395,1,88,223.3602356776828,96,222.91072172130225,0.9166666666666666,4.292122213200855e-13,0.9999999999995708,28.476824909908395,0,216.5288216828485,0.5627925921580754,0,15,218.11191369965672,42,217.5472062463523,0.35714285714285715,1,205.68138440471375,0.41486393701052293,0,45,207.11511290451745,40,206.6987659081351,1.125,0,215.01312155945925,0.27941249671857804,0,40,216.31248582713306,15,216.0317842460354,2.6666666666666665
49,0,225.85856930993032,1.114576016436331,1,80,227.99213788897032,60,226.87603101070272,1.3333333333333333,0.0002435612736888526,0.9997564387263111,8.319898418831555,1,220.6100549371913,0.548288318736013,0,4,222.17782411404187,22,221.6274230084964,0.18181818181818182,0,209.61329720367212,0.381581224151887,0,28,211.01340363314375,41,210.63063959602732,0.6829268292682927,0,218.81106795283267,0.5314745181822218,0,7,220.3611478737439,54,219.82844036986353,0.12962962962962962
50,1,230.4903466819087,0.7813889873796143,1,4,232.2907957874122,22,231.50784986413782,0.18181818181818182,8.636496962033391e-09,0.999999991363503,18.567268771917774,1,224.67541187093593,0.5650503663346171,0,40,226.25889104767703,93,225.69235722685698,0.43010752688172044,0,213.5122227955144,0.7647466433700174,0,80,215.29582096461672,60,214.52955057058716,1.3333333333333333,1,222.8597394808894,0.381501026742626,0,87,224.25968195998576,89,223.87700720666908,0.9775280898876404
51,1,234.7889259631629,0.7450406004791148,1,56,236.5559785782243,46,235.80940869625192,1.2173913043478262,3.6117541205471504e-05,0.9999638824587945,10.228695786477317,1,228.75716621091124,0.7481370893656276,0,88,230.52419275190914,96,229.77454257849604,0.9166666666666666,1,217.79564595257398,0.4300461352104321,0,72,219.2452476124745,51,218.81312543113017,1.411764705882353,0,226.75833164114738,0.89798969210824,0,62,228.67503142706119,16,227.775808749313,3.875
52,0,239.05414035887225,0.5815556242014281,1,59,240.6548118047649,65,240.0715882325312,0.9076923076923077,4.896552052713332e-10,0.9999999995103448,21.43731963473259,0,233.02241576701635,0.8123862718348391,0,62,234.8392132911249,16,234.02540282404516,3.875,0,221.74352870159782,0.31328464072430506,0,87,223.07674298982602,85,222.76174101850484,1.0235294117647058,1,231.17356377508258,0.8811976198339835,0,16,233.07352126651676,10,232.19103930302663,1.6
53,0,243.15290484478464,1.2644649647991173,1,71,245.43625215010252,64,244.17033257032745,1.109375,2.5703233752505383e-07,0.9999997429676625,15.174063675988632,1,237.3376859849086,0.664746011258103,0,33,239.0214292994351,25,238.35508566111093,1.32,1,225.57561192993307,0.6979299588711001,0,3,227.29227924183942,18,226.59256637224462,0.16666666666666666,0,235.5729812179925,0.7628392883343622,0,24,237.35563163552433,90,236.59142029995564,0.26666666666666666
54,0,247.93472247355385,1.8478200923418626,1,41,250.80135656084167,22,248.95195306360256,1.8636363636363635,0.21388158298501614,0.7861184170149839,1.301684927531707,0,241.5205688563874,0.4143029502592981,0,38,242.95395641843788,43,242.5377753477078,0.8837209302325582,0,229.79016289953142,0.2646893595228903,0,28,231.0740980557748,18,230.80772652605083,1.5555555555555556,1,239.85510896967025,1.0123946471139789,0,17,241.88735543726943,82,240.87363219965482,0.2073170731707317
55,0,253.29949858842883,0.764730840921402,1,12,255.0832903375267,23,254.31692433869466,0.5217391304347826,1.8595206519034235e-07,0.9999998140479348,15.497776724525512,1,245.4518724710797,1.4471945525729097,0,58,247.91881178261247,6,246.46979362796992,9.666666666666666,0,233.57212354033254,0.581337945535779,0,14,235.17222728341585,57,234.5896243522293,0.24561403508771928,0,244.3859324271325,0.7312983999727294,0,78,246.1358465013327,65,245.40331274532946,1.2
